Id,Review,Label
7378,Great Course!,5
7379,"Excelent course, highly recomended for all parents that seek the best orientation on their childs nutrition. Is very simple and clear, but also the information is very complet, the videos quality is very good as also the content. Greetings from Monclova, Coahuila, in Mexico.",5
7380,i enrolled and successfully completed the course. this course really enlightened me about nutrition.,5
7381,"i love this course, it is very useful to my future children",5
7382,I'm halfway through the videos and other resources. bravo!,5
7383,awesome course learned so much,5
7384,"I love how easily the teacher describes everything that has to be with nutrition, highly recommended for parents who want to learn about children's nutrition and for health professionals.",5
7385,"I really liked this course. And as I'm a woman couch, babywearing and breastfeeding consultant and a mother of three sons I'd like to prepare similar lecture and to present it in a our club for pregnant women ""Expectating a Miracle"".",5
7386,Very good overview of child nutrition.,5
7387,"All familes sholud have this vourse, as it increases the concious on the importance of home made food and the time spent together with the kids",5
7388,"I like this course very much, it's easy to understand and to master some skills we might need in our life. Very impressive. Thanks a lot.",5
7389,loved it!,5
7390,Great course! Wich give us some important information about food and nutrition,5
7391,"Helpful course, with nice instructional video and a perfect learning curve.",5
7392,All Mothers should take this Course,5
7393,Loved everything about the way it was presented! :),5
7394,Love it. Thanks,5
7395,I am very satisfied with this course!,5
7396,great class,5
7397,Motivational Course.... LOVED IT!,5
7398,Just love it!,5
7399,"Thank you for the course, it was very informative!",5
7400,This course introduces the topic in interesting way and should be checked by anyone interested in healthy nutrition and eating habits not only for kids.,4
7401,"Absolutely informative course, super well explained and nice to study. Loved it!",5
7402,This course is wonderful and very informative for complete beginners with nutrition and cooking. The teacher is knowledgeable of her subject and creates clear content that lends to a good learning experience. I would recommend this course to anyone who is not familiar with nutrition and who has no experience cooking.,5
7403,This was a great learning experience about nutritional food and explored various options to inculcate healthy eating in today's food intake.,4
7404,"I love this course. It has so much great information, and it even shows you recipes that you can use at home with your children.",5
7405,Very good course. Great information. Easy to follow. Enjoyable all around. Thanks Maya!,5
7406,"There are some nice cooking tips, but this is targeted to very young students/parents with no cooking experience, and I expected more than general information on food impacts on children.",3
7407,Not very useful.,1
7408,Was expecting a deeper unsdersting and knowledge of child nutrition and its impact in the health of little ones... too general.,2
7409,Great course the professor is very good at explaining the material so everybody can follow.,5
7410,Really good.loved it. She explains so clearly and simple.,5
7411,I loved this seminar! it was very easy to comprehend and remember what I learned. My whole family has benefit from it Very easy to apply dairy meals!,5
7412,Nothing short of excellent. Informative and to the point. Complex ideas made simple.,5
7413,"Maya helped me conquer my fear of kitchen cooking, gifting me basic learning blocks of being my baby's chef-girl-r&d!",5
7414,Love this course.,5
7415,"I love this course, it is amazing. This course brought to my life a lots of inspiration. Thank you Dr. Adam and her team.",5
7416,"Although I am now a grandmother, I really enjoyed the course and was able to confirm my home's ""good eating habits"" and detect some bad ones, like sometimes eating with the televison on. I learned more about the environment and effects of eating processed foods or meats. I revel in seeing today's encouragement of having children particpate in healthy food : shopping, preparation and cooking.Thank You !!",5
7417,"Video production was very good, and good balance of video and ""blackboard"". Also, a good balance of practical stuff (like how to cook healthy stuff) and theory (what is a mono-saccharide, and how do they combine to form di-saccarides). Well done!",5
7418,This is a wonderful course and I have learn't a,5
7419,I loved this course and I am waiting to enroll in any upcoming nutrition courses. She is the best instructor I ever experienced. Thank you so much,5
7420,"learned something, but not as much as i expected. hope to add more nutrition knowledge.",3
7421,I love this course!,5
7422,A great overview on basic nutirition and how to make simple recipes your children,5
7423,This is a great course for those who wants to learn the basics of nutrition and to cook better at home.,5
7424,"I was so thankful to do this course a second time for my certificate because it refreshed my memory on the healthy pantry options and since I originally did it I had eliminated processed meats and cans from my grocery list but the refresher helped me to learn ways to create recipes, discover their nutrition facts and present it as for a recipe book",5
7425,This course was very educational. Maya was great at explaining healthy foods and ingredients that her own family uses at home. I was incorporating her suggestions while taking this course. I'm working to include less processed foods and more fresh fruits and veggies in my families diet. I even started to make fruit/veg smoothies for my 8 year old daughter instead of buying her the 100 % juice I bought in the store as a way to provide her with more vegetables in her diet as well as less processed food. Great course! I will be looking for more courses to take that include Maya and her wonderful children.,5
7426,Its a wonderfully compiled course which teaches us how to encourage and inculcate good and healthy eating habits in children and also gives an insight into what is food and how can food be made more healthy and palatable. Some easy recipes have been taught which will surely interest the children.,5
7427,Its simple informative and has great info even for adults.,5
7428,"Love it, love it, love it. Great course. Great instructor.",5
7429,The relevance of this course material for a common Indian household is not much as our basic meal have almost all the component of balance diet. But the growing trend of busy life in big cities has started the dependence on fast food in India too so somehow this will help people to remind the importance of home cooked food.,4
7430,Trivial course,2
7431,It is a great course to learn basics of nutrition and cooking. Recommend for everyone.,5
7432,Very useful and closely related to our daily life. Highly recommended!,4
7433,I love the information you gave us. I wish you have more recipes.,4
7434,"I'm not mother. I'm still a college student but, the course gave me a lot of tools to improve the quality and take care of the cooking at my home. I decided to take this course because of my dad, who has a heart disease. Thank you so much.",5
7435,"I've done this course twice (once for my personal information and work, and again to receive the certificate). I always learn something new the second time around; very informative on a home level and professional level.",5
7436,Great course with lots of great lessons!,5
7437,"Very easy to listen to and understand, she is very knowledgable and I learned a",5
7438,I absolutely loved this course! I liked how I could do it at my own pace and work on my own. I highly recommend this course. Wonderful instructor! :),5
7439,Good course. A little basic.,4
7440,Very good course and easy to understand. It motivates me to introduce and provide my children (to be) with healthy food.,5
7441,this coarse is very interesting i really enjoy it,5
7442,This was one of the most enjoyable courses!,5
7443,Helpful with information as I'm in the food service industry and it will help with how I can better serve the children on a day to day basis.,5
7444,It's good to learn about how to cook for children.,5
7445,I ve never expected that the lessons would be so understandable and adjustable with my difficult programme! thank you!,5
7446,"An informative, easy-to-understand introduction to child nutrition and cooking.",4
7447,"So informative, cute, and easy to follow!For scholars and parents, this course is so varied and helpful for anyone along any step to gaining the knowledge necessary to contribute to the fight against Big Food companies. The knowledge against these corporations is so ahead that it is almost like watching Food Inc. or Cowspiracy.",5
7448,Great course with very easy to follow kids friendly videos! My boys and I enjoyed taking this class together.,5
7449,Very informative and interesting!,5
7450,it's very goodbut when I sending you finish the course,5
7451,"I really liked this course. It has given me a renewed appreciation for home cooking. My favorite part was the hand drawings for the main content videos. I also liked all the cooking demonstrations. I plan on trying them real soon In the future, I'm hoping for more content and the opportunity to earn a certificate. I'd like to see a section specific nutritional targets for certain age groups. Menu planning would also be welcome.",4
7452,really useful course,5
7453,Ths course is a fun way to brush up on the basics of healthy eating,5
7454,"I could learn more deeply and apply them in daily life. Every time I choose my diet, I remember contents of this lecture. Thank you for making such a good lecture and I hope to apply it again.",5
7455,"After taking a Nordic food diet course where they talked about children's' diets in the Nordic countries and how they were changing the norm, this course covered the basics as to what and why certain foods are good for you. I had been hoping for more complex recipes, but there were some differences to my dishes that I already make which were a nice change.",3
7456,Great tool for someone that it is going to work with kids or even mothers.,5
7457,Excelent curse for a good food children education.,5
7458,"I really loved this course! The instructor was very good, her lectures were informative and easy to follow with stellar graphics. Her videos were fun to watch, and her cooking lessons were very simple; she showed dishes that I would actually cook for my family! Best of all I believe she did a great job stating all the facts and encouraging people to make smart food choices without being judgmental about it, which is no easy task!I am lucky that I am already doing a lot of the things the instructor suggests for my toddler but the best takeaway I got was to take my child to a farmers market. We went this weekend and it was so much fun! I plan to take her there as often as I can.",5
7459,"Love this course. I love cooking, but never realized all of the meals one can make with such minimal ingredients. I love to see that I can make quick home made meals for my kids and not feed them so much processed garbage. Thank You!",5
7460,"Great course. Maya is a wonderful teacher and inspired me to make better food choices for me and my children. I love the recipes, too.",5
7461,UsefulEasy to understand and grasp the fundamentalsEssential for parents,4
7462,Very useful. I love the addition of the easy-to-make recipes. I'm eager to try them with my own family.,5
7463,"very basic and simple to understand as how cooking should be, as natural as it is ! Thanks !",5
7464,I really enjoyed the course.Short videos communicating essential information.I have become health conscious and now more careful while choosing foods to buy or cook.I would recommend this course to every one willing to have a healthy life.,4
7465,"Great course: fun, interesting, educational, easy to watch...I strongly recommend it! <3",5
7466,practical approach and good nutrition looked easy and inexpensive.,4
7467,"practical recipes and tips, with a wise and expertise teacher! loved to see how she actually inserts nice meals and options for her little ones.",5
7468,"Great, colorful and useful course.",5
7469,"Dr. Maya has done a fantastic job of creating this easy-to-follow course which covers a wide range of fundamental knowledge everyone should know! I work with kids and whilst education is merely one side of it, ensuring they receive good nutrition is equally important. Thank you Dr. Maya!",5
7470,"It is very educational, enjoyable and easy to understand.",5
7471,Great course!,5
7472,"Informative, clear and simple :-)",5
7473,"I really liked this course, although the things cooked in it were a little basic. That being said, it is an admirable cause and I found Maya really inspiring!",4
7474,"easy and friendly, full of great information for any people how is interested en have better habits",5
7475,"I'm thirteen years old and I took this course to learn more about the rapidly changing ""food world"". I loved trying out the recipes that Maya showcased, and so did my family! Thank you so much Maya and Coursera!",5
7476,Wow! I learned a lot about healthy cooking and nutritious foods. Thanks,5
7477,"making shoping and cooking easier, not difficult, quizzes are great; it helped me a lot when shaping my new diet",5
7478,"First, I would like to say that with the exception of ONE exam, I was able to take all the tests WITHOUT WATCHING THE VIDEOS. That shows that this is a poorly put together course. Secondly, this course did NOT cover CHILD NUTRITION, it covered general nutrition. There was nothing helpful in regards to meal planning with children (although there was useful information in the Lunch Packing Video.) Although it claims the project at the end of the course is optional, it will not let me complete the course without doing the project. I find that extremely frustrating. This course offered a lot of great information (even if it was a weird combo of factual/opinionated) I was frustrated by the fact that this course is OBVIOUSLY geared towards the upper middle class/rich instead of the the everyday blue-collar family. I will do the project to complete the course but was very disappointed in my first course through Coursera.",2
7479,Good basic information for every parent to know.All of us should make time to cook healthier food for our families.,4
7480,I have learned a lot and I want to learn more! Thank you very much Stanford University and Dr. Maya! God bless!,5
7481,It s brilliant course for teachers and mothers. I found it very useful as found information regarding allergies and what we can substitute for that specific allergic ingrediant.,4
7482,Very informative.,5
7483,doens't address the vegan lifestyle,3
7484,Fantastic crash course and feeding your family. It educates and simplifies. I recommend it for everyone.... including college students!,5
7485,"Very easy to go through, the material sticks to you and you will be making healthy choices in no time.",4
7486,"A lot of this stuff is basic and common knowledge among my own social circle. The reason I kept watching is because of the teacher's exceptional diagrams that beautifully explain complex topics in a simple way. As a teacher trying to introduce my own students to sustainable living, the instructor's style has given me so many ideas on how to communicate these concepts to my own students.Thanks so much for your hard work! I will take your other class and hope to see others from you in the future, hopefully something about GMO's or food access in areas of strife and the long term effects on child development in those areas.",5
7487,Very informative. I have used the majority of pieces of advice in my daily life. Already recommended to my friends and relatives!,5
7488,"Amazing class, wonderful presentation and loads of information. it kept me cautious and full of hope that my family and I will be able to apply these take aways.",5
7489,Nice and basic information covered. Nice to have the interaction with the learnes and their dishes. Would be great to have a follow up with more in depth info about Food requirements of the different age,4
7490,totally worth and helpful.,5
7491,"This course has shown me very interesting facts about food and how to ensure that a child is getting the nutrients they need for their development and in a fun, involved way.",4
7492,"Very clear, and interesting. Very useful for educator and parents.",5
7493,"I loved the course!I loved the way that the different issues are explained, I like the graphics, the videos, the quizzes - everything!I just tried for the Passover the almond cake recepie and it was fantastic!I really recommend this course not only for child nutrition but also for 'picky' and stubborn adults.Thanks!!",5
7494,"In general, this course is very nice and informative but the recipes should mention cooking time. Also, I find it a bit scary that the author doesn't make her own chicken broth a processed one.",4
7495,good to learn and very helpful,5
7496,Informative and basic...would have liked to have gone into more detail.,3
7497,This class is great! I have enjoyed learning about foods and what are healthier choices. I also have enjoyed the recipes and how you get to watch them which makes them so much easier to make.,5
7498,"Don't have a kid, but learned a lot about food and some basic recipes which will make my decision making for heatlhier food easier. Liked it that you also come from a doctor's background and gave a lot of medical research insights.",4
7499,I have learnt a lot of English and eating healthy with this course. It is all very well explained.,5
7500,"Too simple for what I was looking for. Wanted more detail on specific day-to-day routines/ for weaning from breast milk to solids, including learning the nutritional basis for recommendations. Then also m",3
7501,Thanks a lot! Hope that it is not last course about Child Nutrition!,5
7502,A very good course for every family. Thanks,5
7503,"my 1st course, easy to follow and kept my attention",4
7504,It really helps me review my diet. Thank you.,5
7505,A bit american - but I like it!,3
7506,"I loved it. Easy to understand I liked that way of cooking practical , made for every day and to improve the health and nutrition of my family",5
7507,i love this class,5
7508,Very simple to understand.,4
7509,"I adore this course! My children are not so little anymore, but I still find it beneficial and fun. My son loves watching for new recipes and then cooking them. I try to watch at least one video a day and I will be sad when I am all done. Love it.",5
7510,easy and interesting,5
7511,Simple and educative!,5
7512,It is a wonderful class and I have learned much from this course. Thanks a lot~~,5
7513,"Simple, Knowledge rich and enjoyable",5
7514,its a nice course 2 follow,5
7515,I simply enjoyed taking this course with Dr. Maya Adams there was great information for moms with children. My child is big young man now but I need this information for the parents that I will be working with. The recipes are tremendous I'm making the chicken fingers tonight and crepe with strawberries tomorrow morning. I worked on and completed a sample work of foods for children around the world is it to late to submit my work for review,5
7516,"As an expecting mother, this course was just what I was looking for! Thank you, Miss Maya & family. And thank you for making this available to me, Stanford School of Medi",4
7517,"Easy explained, this course should be a MUST for every parent interested in their child nutrition.Congrats!!",5
7518,Easy to understand and very helpful!,5
7519,The lesson and tutorial from this course were very helpful and i would love to take more class,5
7520,"It´s a great Course for unexperienced Cooks. Most of the recipies are very Basic but I think they encourage People to cook even if they´re not used to cooking a lot. The explanations are very clear and easy to follow. Personally, I would have loved to hear more about preparing and storing homemade Food (freezing, storing in jars etc.)",4
7521,Perfect!,5
7522,Sinmple direct to the point and gives amazing informati,5
7523,Great,5
7524,A class that can benefit the entire family. Well worth the time. A respectable source as well.,5
7525,"Maya is an inspiring teacher and mother. I also consider her an artist for the wonderful animations that accompany the course. Thank you for inviting me into your home and kitchen, and reinforcing my choices as a mother and a consumer. It was a fun and interesting experience!",5
7526,Very useful. Good recipes and tips.,5
7527,I rise a small child and this course was very useful for me. I cook every day and enjoy it a lot!,5
7528,Great little course,4
7529,very useful for me as a mother of 2! thanks so much!,5
7530,Great info! Good Recipes! Very Practical!,5
7531,This course is well crafted and perfect for those who need to understand the basics of child nutrition and cooking. The instructor includes cooking tips and recipes that will be most useful to kitchen newbies and those who are trying to make healthier food choices in the kitchen.,4
7532,Is an amazing course for learn about how is the best way for nourish kids. I love it.,5
7533,"This was a great course, thank you for the wealth of information!",5
7534,I don't think the food in course suit to every child.,4
7535,Great for any family,5
7536,It really is a pleasure to watch Mrs. Adams' videos. She is a very positive pearson. Can't wait for other courses by her!!!,5
7537,Very helpful not only for professional use but daily life with your own children also!,5
7538,wonderful info. thank you so much!,4
7539,Incredibly inspi,5
7540,It is really complete and easy to follow. I really loved it,5
7541,I don't think this course is for everyone. It's for the more industrialised societies who eat everything out of a jar. Not for those of us who still cook everyday. Having said that there was some information that was new and useful and some very good ideas to get kids more interested in the food they eat. I enjoyed it.,4
7542,"recommeded course!not only for a mother who already have a child, but for an individual person either.this course provide so many useful information for our daily life, I like it",5
7543,"A wonderful and life altering course, taught with families in mind! This course taught me so many wonderful concepts, opened up new ideas and helped me to understand that a rainbow of food without labels is what I should be feeding my family. I discovered a bit of the science behind food metabolism and how to make real, unprocessed food appeal to little taste buds!Maya Adams takes you on spectacular food journey through insightful illustrations, informative lectures and cooking demonstrations. I have taken away a plethora of knowledge and the realization that if children help to prepare the foods they eat, they will be more accepting of those healthy and wholesome meals.Thank you for this wonderfully designed course!",5
7544,I get knowledge about cooking is main nutrient abroad for children increased.And professor teach very fun.,5
7545,"If you aren't familiar with cooking and nutrition this course is a good fit. However, if you have a bit of background in healthy eating, you may not get as much out of this course.",2
7546,Awesome! really nice and easy to follow. I'll recomand it (i already did :),5
7547,I like it very much. Both the self peace study and course material. I can control myself. Very Good course !!!,5
7548,"The course is very basic, videos contain a lot of repetitions and quiz questions are too easy (in addition, I believe that there are too much negative questions). I believe that this course should be called an Introduction to the basics of Nutrition and it's only for complete newbies. There are no insights in specifics of child nutrition besides general concepts of balanced diet and some tips how to make your kids be more enthusiastic in eating vegetables.",1
7549,I didn't expect more than basics and this is lovely way of learning it! From the very basic to trying it at home ;),5
7550,"I love this course, it really helps with me being a mum who works full time to not get complacent with the fast foods that are readily available, and to go back to cooking properly and sitting down for a good meal.",5
7551,Very informative! Love the positive outcome and attitude!,5
7552,"Thanks a lot Maya, I am cooking your recipes and my famly love them. I adjust them to ingredients in my country, I from Peru. The knowledge is great to complement my work. I am a doctor, i got a certified speciality from ACSM, so the course is important for my family and my patients. Greetings.",5
7553,nice work teacher,5
7554,its a very nice course i enjoyed,5
7555,Enjoyed this class. Basic but to the point.,5
7556,the course is really beneficial.,5
7557,"It is a helpful , applicable Course . I enjoy it and i finished it in 2 days, Because I was exited to continue .",5
7558,A very good course indeed . A must take course . Very simple and easy to understand .,5
7559,very useful info,5
7560,"The course was very good, very simple to understand and execute in our life.",5
7561,"Interesting, the information is very basic so if you already have some knowledge in nutrition it may be a little bit to simple. That's the only reason I put a 4 stars and not a 5, is a great introduction to nutrition.",4
7562,Loved it,5
7563,Very well presented. Easily understood and interesting.,5
7564,Useful information and practical information that can easily be applied to everyday life.,5
7565,Exceptional Content! If you have children - this is a must! Well done.,5
7566,This course was very helpful to me. I needed to see how cooking for my children can be basic and healthy. It has motivated me to think more simplistic when cooking for my children and has sparked my appetite for wholesome foods.,5
7567,Child Nutrition and Cooking is good educational for those parents need to learn and more widen knowledge in the health of their kids.This content is the best that can recommend in all parents.,5
7568,Excelent course!!! Excelent teacher!,5
7569,Very informative and I understand clearly.,5
7570,All parents needs to follow,5
7571,Maya is a wonderful teacher. She presents the information in a way that is easy to understand and follow,4
7572,I loved the course! It was a joy to take and I had fun learning and taking it! :),5
7573,"Very user-friendly course, easy to follow, explains complex ideas in a simple way. The information is delivered in a few different ways, using diagrams, videos, conversations - which keeps things interesting. I would recommend it to anyone who would like to learn more about the basics of nutrition and healthy eating, not just to parents. And I promise you will not get bored",5
7574,"Amazing teacher and amazing course, very clear and deep of ideas and education. I loved your drawings. Thank you so much!",5
7575,dunno wwhat's the point of making two separate courses with different names.. the content are fundamentally the same.,2
7576,Too basic. No processed foods.. ok but what else?,3
7577,"Really educational and full of interesting and valid arguments! Thank you, professor!",4
7578,"Extremely informative, invaluable lessons.",5
7579,"Excellent! Simple language, many nice recipes and a lot of useful information.",5
7580,Love the simple tricks and tips to get the children eating healthier. The recipes were a big hit too!,5
7581,"I think this was a great intro course and parents would benefit from it greatly. I wish more of the recipes were vegetarian and diary free (I was in fact surprised that so much diary was part of the recipes). Regardless, a lot better foods than those being served on a regular basis.",4
7582,Very informative and easy-to-follow.Please make more courses on nutrition.,5
7583,very nice n friendly teaching,5
7584,"Nice and clear course, but the level is not university level...",3
7585,"Very thorough, educational, and very enjoyable. Highly recommended.",5
7586,Very basic introduction and crash course to child nutrition and cooking. For the busy parent/working adult.,4
7587,The course seems like it would benefit parents but does not do much for a nutrition health professional.,3
7588,She is very easy to understand and listen to. I love that some recipe ideas were given and that I could go back into this at my own pace and time.,5
7589,"This goes over basics for how to involve kids, which is great. If you're already a thoughtful cook, it may not have a ton for you as far as recipes go but the information on how we use our nutrients and balancing food is fantastic.",4
7590,good information to our healthy lifestyle,5
7591,"I have really enjoyed this course and it's packed with a lot of detailed nutrition, food, diet & health information.",5
7592,"I have not finished it yet, but I love it.",5
7593,This course should be mandatory,5
7594,"I found most of what was presented very interestng. I found that when the lesson on chicken soup and stew was being presented, that you used chicken broth from a box. To get better flavour of your chicken soup, why not just add one cube of beef? Better yet, with your stew, why not add some homemade veggie stock which can keep in the freezer?Overall I enjoyed the course, but if you could address the above issue of chicken broth from a box, i would appreciate it. Also, is there a way to get your drawings from this lesson? Thank you",4
7595,"Hello.I found this course very useful, it has allowed me to know what types of things I should look for in food, diversify my family's eating habits and to have fun in the kitchen,Regards.",5
7596,it is a best way to keep our family members healthy.,5
7597,"simple, very good and interesting classe!",4
7598,"Very helpful, fun and illustrative. I learned a lot.",5
7599,"Clear and objective, just what you need to set your cooking base straight and build healthy habits for yourself and your family!",5
7600,Great!,5
7601,I think it pretty good for me to learn health!,5
7602,An excellent course !!! It helps me a lot to understand how to feed my children.,5
7603,"Easy to follow, and good contents",4
7604,"There was a lot of very valuable information in the course, and I very much liked the general structure. However, maybe it was due to my career and family background, but there was also plenty of information that I had mistaken as common knowledge. Apparently I have more knowledge in this area than I assumed.Overall, this was a very interesting course, and the combination of the videos and smart board graphics helped keep things interesting. I would very much recommend Child Nutrition and Cooking!",4
7605,Really easy and useful. Thank you very much,5
7606,Very much Informative and easy to use techniques.. Liked it !!,5
7607,great and good recipes to make with kids,5
7608,"Very good place to start for beginners with some scientific information. Easy and quick to do food demonstrations, basic enough that students can build upon them depending on what is available at hand.Some ideas just tend to be redundant throughout the weeks, but I guess that is what she wants to stress on. No to processed food!! :)) I just wish you kept the discussion boards open, so we have a platform to discuss ideas and exchange recipes.",3
7609,This is great course!,5
7610,"This course provides great information. If you have taken any other basic nutrition courses, as I have, most of the information is review. I found the that info wasn't necessarily specific to children but could be applied to all individuals regarding healthy eating, choosing local/organic etc. Even if you don't have children and want to learn more about healthy eating, this course would be beneficial for you.",4
7611,"Maya Adam, MD is a total inspiration. The course was factual and engaging. information learned was easy and practical to use everyday.",5
7612,"i learn so many things with simple explanation, the teacher is amazing , i was affraid that will be so difficult o boring but is great, so good that you forgett taht ypu are taking a class.",5
7613,"Thank you, it was very interesting and informative.And the best thing that my child is happily chewing on a carrot))",5
7614,Loved the course. Never really knew about organic vs non organic.,5
7615,It is a great course. You could learn basic things about nutrition and how can you improve your children's,4
7616,Really great basic information. Really enjoyed the section on why to buy organic.,5
7617,"nice content and videos, good examples. For people in the basic is real good.",4
7618,"I learned so much from Maya about healthy food not just for children, but also for myself.",5
7619,clear presentation and useful info,5
7620,Great format and which was easy to follow.,4
7621,"really enjoyed the course and was very informative. I don't have children yet, but it was still good to learn about nutrition for my use and for future reference !",5
7622,"It is an excellent and easy way to have knowledge about food and nutrition to apply at home with your kids. I am grateful to Maya, she expresses herself very well and she shows she is an expert and a good mother.I super recommend the course.",5
7623,"Very basic, a must for all parents in my opinion.",5
7624,This course helped me a lot in preparing and rethinking our family meals.,5
7625,This was a very inspiring and motivating course. I changed the way of eating now and enjoy more fresh foods and vegetables. I also go to a food market once a week and take my child with me who enjoys a lot. Thank you very much for installing this course and sharing your knowledge.,5
7626,"This is a very clear and very well presented course. It covers the science of nutrition as well as the practical aspects of cooking through demos. The instructor speaks clearly and knowledgeably about her subject.I will note that it is definitely a beginner level course. If you already do a fair bit of cooking from scratch and have already read some Michael Pollan books, you may not learn much that is new to you.What it does though, it does very well.Also, the instructor's kitchen is beautiful and I spent most of the lectures coveting it greatly :)",4
7627,Solid information provided in an excellent format by a outstanding teach,5
7628,"This course is great for anyone looking to improve their health, but spectacular for anyone who needs a relatively quick lesson on nutrition for children - parents, grandparents, childcare providers, cooks. Seriously a great course for anyone!",5
7629,Thank you for this interesting course! it's really very helpfull for me! can't break away from watching lesssons!,5
7630,"Offered as extra credit for my nutrition class, but i am learning so much! My son just turned one and i want to start him off eating right and make changes to my own diet. this course is giving me so many useful tips! Even though i am single mother and going to school i feel like i will be able to prepare my son great and healthy meals using what i have learned in this course!",5
7631,"thank you, i really2 need this knowledge",5
7632,Great!!,5
7633,"This course is well thought out an very educational to any who attempt to give it a try. I applaud Maya, the course professor on her undeniably fantastic information and the way she teaches is easy to understand and even fun! Thank you Maya!",5
7634,Brilliant! A must for anyone responsible for children's nourishment.,4
7635,"Simple and clean, very interesting also for who, like myself, has no children to grow up.",5
7636,A great introduction to nutrition and cooking for families. -Pediatrician,5
7637,I love the course,5
7638,Excellent course. I actually took it together with my wife and we both thoroughly enjoyed it.,5
7639,Perfect! Educational and enjoyable.,5
7640,Interesting materials with accurately prepared videos and animation. Author is an interesting and positive presenter. Concepts and examples shown in course are useful and can be used daily to lead a healthy life.,5
7641,Great information with excellent presentation. I might take this class again!,5
7642,Awesome tips for getting the kids involved in the kitchen as well as easy nutrition principles to follow.,5
7643,Great course. great lesson. great recipes. It is really basic and introductive but has very important lessons which let us start to think different about nutrition and cooking,5
7644,Great I enjoyed it a lot!,5
7645,I loved this course. I would love to continue and implimented what i have learnt in my current life.,5
7646,Very good tips to help making the entire family eat better,4
7647,Excellent. I lo ve this course,5
7648,I liked this course. Easy Giving information. Simple consolidate the material. It was interesting!,5
7649,"Very helpful. Straightforward and practical. I like the way Dr. Adam explains nutrition and I strongly agree with her views on home cooking, avoiding processed food and including children on every step of food preparation.",4
7650,I really learned a lot with this course.,5
7651,Simplistic. But so easy for anyone to watch and learn. I wish more people would take this course.,3
7652,Good course for feeding children. very nice instructions. thanks to teacher.,4
7653,"Excellent course! I loved taking this course.Eventhough I did not learn much new, I got assurance via this course, that what and how I cook for my 2 year old is healthy and the right way. ;)While seeing some of the videos, I found it funny that I actually cook basically exact same way as Mrs Adams.",5
7654,"Amazingly simple yet full of information! This course on nutrition, including organic/holistic options, gives practical, easy-to-use ideas on healthy and enjoyable eating options not only for children but also adults. Recipes given are easy to use or adapt, and tasty as well! I highly recommend this course for anyone who wishes to have a well-rounded understanding of real, traditional (organic, grandma's kind of cooking) nutrition.",5
7655,Very educational and easy to follow!,5
7656,"Some of the information from video to video was repetitive. However, I learned a lot about how organic food is good for people and the environment. Additionally, it was great to see how children can get involved in the kitchen and i hope that any parents who watch this try to get their children to be involved with a small garden or helping to prepare meals. Hands-on is the best way for kids to learn!",4
7657,"Very informative, helpful, and easy to follow and understand course. I've recommended this course to many parents.",5
7658,Brilliant class. Fight the good fight.,5
7659,It's very good but It should be given a certificate!!,5
7660,Informative. I liked the demos. Enjoyed very much.,5
7661,I really enjoyed taking this course. It was informative and easy to understand with the most elaborate diagrams/flow charts which provided a clearer picture of each topic and helped connect everything together. There were some great recipes that were healthy and simple which I picked up and will definitely be using in my cooking. This course is great for anyone who wants to be more informed about the food choices we make for our children and ourselves.,5
7662,It is very helpful!!!,5
7663,Great course for everyone who wants to learn more about healthy eating and how to promote it to your children,5
7664,I loved it. You learn so much!,5
7665,"Thank you very much for providing this course, i have learned so much.",5
7666,"Amazing course! You don't need to be a chef, nutricionist or even have any kids to enjoy and learn valuable nutrition! I looooved this course!",5
7667,"Excellent class, it gave me good tips and encouragement to start cooking more healthy dishes.",5
7668,Learned a lot from this course about eating healthy.,5
7669,"I love the teaching style that Maya provides. The diagrams are cute and engaging.A great course for those who are not used to eating healthy, and do not cook on a regular basis.For those who are already health conscious and enjoy cooking, this course may not provide you with much new information, but rather confirmed what I already knew and was taught as a child by your mother, or through learning how to cook healthy meals for yourself.",4
7670,"This was a great course with a lot of good information. I continue to use a lot of the suggestions that she gives in this course for my own benefit, as well as share with others. If you need some information about nutrition when it comes to children, this course will give you a great foundation to stand on!",5
7671,Very useful! It can change many lives!,5
7672,Great basic learning for everyone.,5
7673,"Both my wife and I are pleased to have come across a great course on Child Nutrition and Cooking. We happen to be aware as a family, but a reminder or new lesson is useful in the quest for a healthy family. Dr. Maya Adam is an excellent professor, one we trust immediately and can follow along. Thank you.",5
7674,Loved it! Very helpful esp. once I become a mom!,5
7675,"Thank you for this excellent class. I knew all the intellectual aspects of it already, but the cooking demonstrations changed my life. I now feel like I know how to cook for my child, pack her lunches, shop for food together, grow a home garden and much more.",5
7676,"We don't have children, but I really enjoyed taking this online course on child nutrition and cooking offered by Stanford. Dr. Maya Adam did a very good job with the lecture videos, course content, etc. I just signed up for the Introduction to Food and Health course presented on-demand. You should join me on the journey.",5
7677,"Incredibly informative, definitely appropriate for beginners, but also useful for advanced readers in the field of nutrition, cooking or healthy living in general. The explanations are beyond great, even for people whose native language isn't English. In general, very very interesting and helpful.",5
7678,Very comprehensive and informative!,5
7679,I enjoyed the nutritional information provided and the way it was presented. I found the instructional recipe videos very easy to follow and fun to follow.,5
7680,Very good info!,5
7681,Relevant for me and my family.,5
7682,This course is easy but useful!,5
7683,Great Course. Easy to understand and follow.,5
7684,Thank you.,4
